Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
553204,21136,PAINTED METAL PEARS ASSORTED,3,2011-05-15 16:13:00,1.69,16877.0,United Kingdom
547102,21584,RETROSPOT SMALL TUBE MATCHES,20,2011-03-21 10:41:00,1.65,14245.0,United Kingdom
491951,21205,MULTICOLOUR 3D BALLS GARLAND,1,2009-12-14 15:51:00,2.55,13206.0,United Kingdom
569904,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2011-10-06 16:27:00,3.95,13023.0,United Kingdom
556303,21411,GINGHAM HEART  DOORSTOP RED,3,2011-06-10 10:26:00,4.25,17064.0,United Kingdom
512112,22371,AIRLINE BAG VINTAGE TOKYO 78,1,2010-06-13 14:40:00,6.35,17841.0,United Kingdom
581579,20713,JUMBO BAG OWLS,10,2011-12-09 12:19:00,1.79,17581.0,United Kingdom
502055,21431,GREEN GINGHAM FLOWER JEWELLERY BOX,4,2010-03-22 14:30:00,1.65,13357.0,United Kingdom
518714,85014B,RED/WHITE DOTS RUFFLED UMBRELLA,9,2010-08-11 10:53:00,5.95,12600.0,Germany
524224,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-09-28 10:58:00,2.95,14243.0,United Kingdom
567485,23266,SET OF 3 WOODEN STOCKING DECORATION,12,2011-09-20 13:52:00,1.25,15026.0,United Kingdom
540455,22727,ALARM CLOCK BAKELIKE RED ,12,2011-01-07 12:07:00,3.75,12583.0,France
528395,21485,RETROSPOT HEART HOT WATER BOTTLE,2,2010-10-21 19:28:00,4.95,14702.0,United Kingdom
492302,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2009-12-16 11:56:00,1.69,16119.0,United Kingdom
537334,84711A,SILVER OVAL SHAPE TRINKET BOX,2,2010-12-06 12:06:00,9.95,16719.0,United Kingdom
571732,22694,WICKER STAR ,6,2011-10-19 09:58:00,2.1,16298.0,United Kingdom
526108,22474,SPACEBOY TV DINNER TRAY,1,2010-10-08 12:48:00,4.95,14904.0,United Kingdom
579146,23357,HOT WATER BOTTLE SEX BOMB,1,2011-11-28 13:14:00,4.95,16347.0,United Kingdom
498618,20914,SET/5 RED SPOTTY LID GLASS BOWLS,12,2010-02-22 10:24:00,2.95,15382.0,United Kingdom
553873,22961,JAM MAKING SET PRINTED,12,2011-05-19 14:42:00,1.45,14859.0,United Kingdom
493982,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2010-01-10 12:13:00,2.55,18231.0,United Kingdom
533472,20966,SANDWICH BATH SPONGE,20,2010-11-17 12:44:00,1.25,12847.0,United Kingdom
507388,22508,DOORSTOP RETROSPOT HEART,2,2010-05-09 12:12:00,3.75,14474.0,United Kingdom
525443,22863,SOAP DISH BROCANTE,2,2010-10-05 13:48:00,2.95,14085.0,United Kingdom
565835,23397,FOOT STOOL HOME SWEET HOME ,1,2011-09-07 11:32:00,9.95,14452.0,United Kingdom
568908,23170,REGENCY TEA PLATE ROSES ,12,2011-09-29 13:38:00,1.65,16653.0,United Kingdom
490519,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,6,2009-12-06 15:15:00,2.95,13890.0,United Kingdom
558767,23019,SMALL APOTHECARY MEASURING JAR ,2,2011-07-03 13:27:00,8.25,13833.0,United Kingdom
556536,47591D,PINK FAIRY CAKE CHILDRENS APRON,2,2011-06-13 12:36:00,1.95,17795.0,United Kingdom
572552,22093,MOTORING TISSUE BOX,1,2011-10-24 17:07:00,2.46,14096.0,United Kingdom
570883,22041,"RECORD FRAME 7"" SINGLE SIZE ",6,2011-10-13 09:55:00,2.55,13477.0,United Kingdom
534392,22553,PLASTERS IN TIN SKULLS,12,2010-11-22 13:09:00,1.65,12633.0,Germany
549368,84818,DANISH ROSE PHOTO FRAME,1,2011-04-08 11:26:00,2.55,18036.0,United Kingdom
532654,22335,HEART DECORATION PAINTED ZINC ,40,2010-11-14 10:56:00,0.65,17300.0,United Kingdom
548451,22551,PLASTERS IN TIN SPACEBOY,3,2011-03-31 11:25:00,1.65,17365.0,United Kingdom
553461,22983,CARD BILLBOARD FONT,12,2011-05-17 10:57:00,0.42,16316.0,United Kingdom
512952,85152,HAND OVER THE CHOCOLATE   SIGN ,1,2010-06-21 09:56:00,2.1,16456.0,United Kingdom
569223,21219,SET/4 BADGES BALLOON GIRL,10,2011-10-02 13:49:00,1.25,16283.0,United Kingdom
560576,22736,RIBBON REEL MAKING SNOWMEN ,5,2011-07-19 14:59:00,1.65,17287.0,United Kingdom
566788,23174,REGENCY SUGAR BOWL GREEN,4,2011-09-15 10:31:00,4.15,14306.0,United Kingdom
579002,21213,PACK OF 72 SKULL CAKE CASES,2,2011-11-27 16:27:00,0.55,14093.0,United Kingdom
575867,22990,COTTON APRON PANTRY DESIGN,1,2011-11-11 12:44:00,4.95,15034.0,United Kingdom
500170,84469,ROSE DES PADDED FLOOR CUSHION,13,2010-03-05 10:05:00,2.95,18226.0,United Kingdom
558532,22670,FRENCH WC SIGN BLUE METAL,4,2011-06-30 11:32:00,1.25,15039.0,United Kingdom
524184,22572,ROCKING HORSE GREEN CHRISTMAS ,1,2010-09-27 17:15:00,0.85,14030.0,United Kingdom
578511,23553,LANDMARK FRAME CAMDEN TOWN ,2,2011-11-24 13:27:00,12.5,17975.0,United Kingdom
571304,20750,RED RETROSPOT MINI CASES,2,2011-10-17 09:37:00,7.95,12526.0,Germany
562031,21871,SAVE THE PLANET MUG,1,2011-08-01 17:37:00,1.25,16984.0,United Kingdom
537022,POST,POSTAGE,2,2010-12-03 15:45:00,28.0,12725.0,Italy
533503,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,24,2010-11-17 13:50:00,2.1,17449.0,United Kingdom
532989,21116,OWL DOORSTOP,1,2010-11-15 14:09:00,4.95,14451.0,United Kingdom
528920,21260,FIRST AID TIN,12,2010-10-25 14:27:00,3.25,12417.0,Belgium
501568,22494,EMERGENCY FIRST AID TIN ,12,2010-03-18 08:03:00,1.25,16525.0,United Kingdom
535016,22652,TRAVEL SEWING KIT,10,2010-11-24 16:16:00,1.65,14013.0,United Kingdom
496069,84692,BOX OF 24 COCKTAIL PARASOLS,25,2010-01-28 16:07:00,0.42,13093.0,United Kingdom
498569,48188,DOOR MAT WELCOME PUPPIES,4,2010-02-21 12:50:00,7.49,14911.0,EIRE
577317,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,2011-11-18 13:33:00,2.08,16426.0,United Kingdom
519010,85049F,BABY BOOM RIBBONS ,3,2010-08-12 19:41:00,1.25,17323.0,United Kingdom
525253,35400,WOODEN BOX ADVENT CALENDAR ,16,2010-10-04 15:07:00,7.95,14236.0,United Kingdom
506460,22379,RECYCLING BAG RETROSPOT ,1,2010-04-29 20:04:00,2.1,15861.0,United Kingdom
500338,22487,WHITE WOOD GARDEN PLANT LADDER,1,2010-03-07 14:05:00,9.95,13276.0,United Kingdom
506070,22386,JUMBO BAG PINK WITH WHITE SPOTS,10,2010-04-27 11:54:00,1.95,17139.0,United Kingdom
555628,20750,RED RETROSPOT MINI CASES,2,2011-06-06 11:59:00,7.95,15260.0,United Kingdom
501127,85121B,RETRO LAUNDRY TUB PINK,2,2010-03-12 15:47:00,8.5,18178.0,United Kingdom
576768,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2011-11-16 13:13:00,2.55,13408.0,United Kingdom
542107,21756,BATH BUILDING BLOCK WORD,1,2011-01-25 13:38:00,5.95,16222.0,United Kingdom
523000,21411,GINGHAM HEART  DOORSTOP RED,3,2010-09-19 15:59:00,4.25,13842.0,United Kingdom
578954,22810,SET OF 6 T-LIGHTS SNOWMEN,3,2011-11-27 15:02:00,2.95,15054.0,United Kingdom
539419,48138,DOORMAT UNION FLAG,10,2010-12-17 14:10:00,6.75,12431.0,Australia
505569,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1,2010-04-23 11:14:00,12.75,15474.0,United Kingdom
547418,22832,BROCANTE SHELF WITH HOOKS,2,2011-03-23 10:25:00,10.75,13148.0,United Kingdom
534164,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,2,2010-11-21 13:13:00,2.95,16241.0,United Kingdom
544483,21987,PACK OF 6 SKULL PAPER CUPS,24,2011-02-21 10:53:00,0.65,12524.0,Germany
571275,23322,LARGE WHITE HEART OF WICKER,3,2011-10-16 12:28:00,2.95,15994.0,United Kingdom
537429,21791,VINTAGE HEADS AND TAILS CARD GAME ,2,2010-12-06 15:54:00,1.25,12748.0,United Kingdom
534160,21896,POTTING SHED TWINE,1,2010-11-21 12:55:00,2.1,12858.0,United Kingdom
527328,84991,60 TEATIME FAIRY CAKE CASES,1,2010-10-15 15:06:00,0.55,12748.0,United Kingdom
528944,21284,RETROSPOT CANDLE  SMALL,12,2010-10-25 15:36:00,1.69,15142.0,United Kingdom
563518,21933,PINK VINTAGE PAISLEY PICNIC BAG,10,2011-08-17 10:56:00,1.65,12421.0,Spain
568175,79321,CHILLI LIGHTS,4,2011-09-25 13:24:00,5.75,14820.0,United Kingdom
574852,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,1,2011-11-07 12:04:00,2.95,15493.0,United Kingdom
565388,22680,FRENCH BLUE METAL DOOR SIGN 5,6,2011-09-02 15:56:00,1.25,14415.0,United Kingdom
536761,21155,RED RETROSPOT PEG BAG,6,2010-12-02 14:30:00,2.1,13491.0,United Kingdom
493876,90167,BEADED LOVE HEART JEWELLERY SET,48,2010-01-07 18:38:00,0.85,12648.0,Germany
560934,22662,LUNCH BAG DOLLY GIRL DESIGN,10,2011-07-22 10:48:00,1.65,16722.0,United Kingdom
530067,22034,ROBIN CHRISTMAS CARD,12,2010-11-01 11:53:00,0.42,16960.0,United Kingdom
536216,22571,ROCKING HORSE RED CHRISTMAS ,1,2010-11-30 13:41:00,0.85,14390.0,United Kingdom
519584,85042,ANTIQUE LILY FAIRY LIGHTS,4,2010-08-18 13:51:00,4.95,13719.0,United Kingdom
574300,23084,RABBIT NIGHT LIGHT,24,2011-11-03 16:12:00,1.79,14636.0,United Kingdom
572291,22335,HEART DECORATION PAINTED ZINC ,6,2011-10-23 12:46:00,0.65,16931.0,United Kingdom
566976,23380,PACK OF 12 VINTAGE DOILY TISSUES,24,2011-09-16 09:27:00,0.39,15382.0,United Kingdom
562136,22752,SET 7 BABUSHKA NESTING BOXES,6,2011-08-03 09:59:00,8.5,15374.0,United Kingdom
503714,47597,NEW ENGLAND TEATOWELS,2,2010-04-06 14:42:00,2.55,13432.0,United Kingdom
552246,20840,FRENCH FLORAL CUSHION COVER ,2,2011-05-06 19:44:00,0.85,12748.0,United Kingdom
550193,21155,RED RETROSPOT PEG BAG,6,2011-04-15 09:27:00,2.55,13952.0,United Kingdom
566482,23344,JUMBO BAG 50'S CHRISTMAS ,10,2011-09-13 09:43:00,2.08,16609.0,United Kingdom
497475,22177,5 HOOK BLACKBOARD ORGANISER ,1,2010-02-09 15:30:00,9.95,16530.0,United Kingdom
536796,21357,TOAST ITS - DINOSAUR,1,2010-12-02 15:46:00,1.25,15574.0,United Kingdom
566452,23034,DRAWER KNOB CERAMIC BLACK,6,2011-09-12 16:14:00,1.45,14901.0,United Kingdom
540316,21896,POTTING SHED TWINE,6,2011-01-06 13:00:00,2.1,16676.0,United Kingdom
574306,21615,4 LAVENDER BOTANICAL DINNER CANDLES,12,2011-11-03 16:37:00,1.25,17481.0,United Kingdom
576930,21731,RED TOADSTOOL LED NIGHT LIGHT,24,2011-11-17 11:09:00,1.65,14834.0,United Kingdom
495300,20770,ABSTRACT CIRCLE JOURNAL ,12,2010-01-22 13:39:00,2.55,12510.0,Spain
569406,22603,CHRISTMAS RETROSPOT TREE WOOD,24,2011-10-04 09:09:00,0.85,16253.0,United Kingdom
579196,22781,GUMBALL MAGAZINE RACK,1,2011-11-28 15:54:00,14.96,14096.0,United Kingdom
560422,22664,TOY TIDY DOLLY GIRL DESIGN,5,2011-07-18 15:14:00,2.1,16746.0,United Kingdom
578698,23660,HENRIETTA HEN MUG ,12,2011-11-25 10:20:00,1.65,12620.0,France
568703,22776,SWEETHEART 3 TIER CAKE STAND ,2,2011-09-28 15:21:00,9.95,12748.0,United Kingdom
580528,21462,"NURSERY A,B,C PAINTED LETTERS",8,2011-12-04 15:28:00,1.95,14911.0,EIRE
524877,84568,GIRLS ALPHABET IRON ON PATCHES ,1440,2010-10-01 10:33:00,0.17,13069.0,United Kingdom
508755,48185,DOOR MAT FAIRY CAKE,2,2010-05-18 11:53:00,7.49,12835.0,United Kingdom
514999,84715,SET OF 6 ICE CREAM SKITTLES,8,2010-07-07 15:15:00,2.95,16607.0,United Kingdom
510435,22649,STRAWBERRY FAIRY CAKE TEAPOT,1,2010-05-30 13:39:00,4.95,14454.0,United Kingdom
571289,21914,BLUE HARMONICA IN BOX ,12,2011-10-16 15:27:00,1.25,15113.0,United Kingdom
536805,22408,MONEY BOX CONFECTIONERY DESIGN,12,2010-12-02 16:38:00,1.25,14775.0,United Kingdom
559912,22784,LANTERN CREAM GAZEBO ,3,2011-07-13 15:04:00,4.95,14221.0,United Kingdom
497204,20685,DOOR MAT RED SPOT,2,2010-02-07 11:52:00,7.49,15422.0,United Kingdom
549614,35809A,ENAMEL PINK TEA CONTAINER,24,2011-04-11 11:38:00,0.83,12720.0,Germany
495401,21485,RED SPOT HEART HOT WATER BOTTLE,3,2010-01-25 09:38:00,4.95,14329.0,United Kingdom
553377,23165,LARGE CERAMIC TOP STORAGE JAR,12,2011-05-16 14:58:00,1.65,14888.0,United Kingdom
580603,22701,PINK DOG BOWL,12,2011-12-05 11:31:00,0.79,16642.0,United Kingdom
505504,21242,RED SPOTTY PLATE ,8,2010-04-22 14:09:00,1.69,16279.0,United Kingdom
555249,22554,PLASTERS IN TIN WOODLAND ANIMALS,1,2011-06-01 14:57:00,1.65,17472.0,United Kingdom
544569,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,1,2011-02-21 12:58:00,4.25,16980.0,United Kingdom
497259,15060B,FAIRY CAKE DESIGN UMBRELLA,4,2010-02-08 12:56:00,3.75,14884.0,United Kingdom
534680,22467,GUMBALL COAT RACK,6,2010-11-23 14:46:00,2.55,17442.0,United Kingdom
525764,22186,RED STAR CARD HOLDER,6,2010-10-07 10:39:00,2.95,12511.0,Greece
553496,47566B,TEA TIME PARTY BUNTING,4,2011-05-17 12:47:00,4.95,14410.0,United Kingdom
490272,72741,GRAND CHOCOLATECANDLE,27,2009-12-04 12:36:00,1.45,14680.0,United Kingdom
527138,22221,CAKE STAND LOVEBIRD 2 TIER PINK,2,2010-10-15 10:10:00,9.95,14560.0,United Kingdom
578850,22377,BOTTLE BAG RETROSPOT ,9,2011-11-27 10:47:00,2.1,13571.0,United Kingdom
569866,20769,DAISY JOURNAL ,1,2011-10-06 14:50:00,2.55,12757.0,Portugal
497489,85099F,JUMBO BAG STRAWBERRY,10,2010-02-09 16:18:00,1.95,17841.0,United Kingdom
494623,21777,RECIPE BOX WITH METAL HEART,2,2010-01-15 15:27:00,7.95,15393.0,United Kingdom
506673,37502,TEA TIME MUG IN GIFT BOX,3,2010-04-30 17:33:00,2.95,17602.0,United Kingdom
573501,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,2,2011-10-31 12:02:00,8.95,18055.0,United Kingdom
511375,22530,MAGIC DRAWING SLATE DOLLY GIRL ,192,2010-06-08 11:28:00,0.36,16843.0,United Kingdom
524112,84987,SET OF 36 TEATIME PAPER DOILIES,12,2010-09-27 13:24:00,1.45,15358.0,United Kingdom
494516,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-01-15 10:29:00,1.69,14136.0,United Kingdom
580520,22607,WOODEN ROUNDERS GARDEN SET ,1,2011-12-04 14:55:00,9.95,13521.0,United Kingdom
550035,47586A,PINK FAIRY CAKE CUSHION COVER,1,2011-04-14 11:48:00,2.55,15039.0,United Kingdom
537044,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-12-05 10:52:00,2.95,18055.0,United Kingdom
495634,22288,"DECORATION , HANGING METAL RABBIT",13,2010-01-26 10:54:00,1.25,15046.0,United Kingdom
559017,22130,PARTY CONE CHRISTMAS DECORATION ,30,2011-07-05 13:06:00,0.85,14034.0,United Kingdom
553356,21239,PINK  POLKADOT CUP,8,2011-05-16 14:05:00,0.85,14038.0,United Kingdom
492358,21731,RED TOADSTOOL LED NIGHT LIGHT,48,2009-12-16 13:22:00,1.65,16779.0,United Kingdom
541664,22511,RETROSPOT BABUSHKA DOORSTOP,8,2011-01-20 12:23:00,1.25,17862.0,United Kingdom
539491,21931,JUMBO STORAGE BAG SUKI,1,2010-12-20 10:09:00,1.95,14646.0,Netherlands
530137,16169C,WRAP BLUE REINDEER,25,2010-11-01 16:01:00,0.42,18075.0,United Kingdom
540267,21238,RED RETROSPOT CUP,96,2011-01-06 11:12:00,0.72,12415.0,Australia
578520,22141,CHRISTMAS CRAFT TREE TOP ANGEL,2,2011-11-24 13:57:00,2.1,14591.0,United Kingdom
520515,22610,PENS ASSORTED FUNNY FACE,36,2010-08-26 13:42:00,0.85,14075.0,United Kingdom
531745,22174,PHOTO CUBE,24,2010-11-09 12:58:00,1.48,16684.0,United Kingdom
555865,23300,GARDENERS KNEELING PAD CUP OF TEA ,2,2011-06-07 14:30:00,1.65,14530.0,United Kingdom
564668,21586,KINGS CHOICE GIANT TUBE MATCHES,12,2011-08-26 15:25:00,2.55,17183.0,United Kingdom
575971,22866,HAND WARMER SCOTTY DOG DESIGN,24,2011-11-13 13:00:00,2.1,13700.0,United Kingdom
536540,22355,CHARLOTTE BAG SUKI DESIGN,50,2010-12-01 14:05:00,0.85,14911.0,EIRE
533318,22176,BLUE OWL SOFT TOY,12,2010-11-16 17:23:00,2.95,14828.0,United Kingdom
513056,22295,HEART FILIGREE DOVE LARGE,12,2010-06-21 13:52:00,1.65,13334.0,United Kingdom
560359,15056BL,EDWARDIAN PARASOL BLACK,2,2011-07-18 11:47:00,5.95,14159.0,United Kingdom
511700,48187,DOOR MAT NEW ENGLAND,4,2010-06-10 08:47:00,7.49,13709.0,United Kingdom
572904,22151,PLACE SETTING WHITE HEART,48,2011-10-26 15:31:00,0.42,17175.0,United Kingdom
578146,22847,BREAD BIN DINER STYLE IVORY,1,2011-11-23 11:07:00,16.95,13742.0,United Kingdom
580878,23547,WRAP FLOWER SHOP  ,25,2011-12-06 12:18:00,0.42,14113.0,United Kingdom
561650,22738,RIBBON REEL SNOWY VILLAGE,10,2011-07-28 15:31:00,1.65,15329.0,United Kingdom
495706,21677,HEARTS  STICKERS,6,2010-01-26 13:04:00,0.85,15003.0,United Kingdom
541756,84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,36,2011-01-21 11:42:00,3.75,12664.0,Finland
548561,48187,DOORMAT NEW ENGLAND,2,2011-04-01 10:11:00,7.95,16609.0,United Kingdom
512948,21473,SWEETHEART CREAM STEEL TABLE RECT,1,2010-06-20 15:58:00,19.95,13230.0,United Kingdom
511611,22553,PLASTERS IN TIN SKULLS,1,2010-06-09 11:28:00,1.65,15352.0,United Kingdom
528305,22073,RED RETROSPOT STORAGE JAR,1,2010-10-21 12:09:00,3.75,17834.0,United Kingdom
502598,21955,DOOR MAT UNION JACK GUNS AND ROSES,2,2010-03-25 13:15:00,7.49,14156.0,EIRE
499629,21240,BLUE  SPOTTY CUP,8,2010-03-01 13:22:00,0.85,17324.0,United Kingdom
540259,22961,JAM MAKING SET PRINTED,12,2011-01-06 09:00:00,1.45,18226.0,United Kingdom
509454,20725,LUNCH BAG RED SPOTTY,10,2010-05-24 10:02:00,1.65,12921.0,United Kingdom
554108,21745,GAOLERS KEYS DECORATIVE GARDEN ,2,2011-05-22 14:29:00,3.75,13668.0,United Kingdom
509460,POST,POSTAGE,5,2010-05-24 10:44:00,15.0,12759.0,Netherlands
576239,22679,FRENCH BLUE METAL DOOR SIGN 4,10,2011-11-14 13:33:00,1.25,15694.0,United Kingdom
529315,84991,60 TEATIME FAIRY CAKE CASES,48,2010-10-27 13:29:00,0.55,14911.0,EIRE
558049,23006,TRAVEL CARD WALLET FLOWER MEADOW,1,2011-06-24 14:16:00,0.42,15850.0,United Kingdom
545872,22262,FELT EGG COSY CHICKEN,4,2011-03-07 14:51:00,0.85,15752.0,United Kingdom
495029,21390,FILIGRIS HEART WITH BUTTERFLY,10,2010-01-20 14:03:00,1.25,16085.0,United Kingdom
560181,23245,SET OF 3 REGENCY CAKE TINS,4,2011-07-15 11:45:00,4.95,16621.0,United Kingdom
539328,84821,DANISH ROSE DELUXE COASTER,96,2010-12-17 09:37:00,0.21,13854.0,United Kingdom
525448,22569,FELTCRAFT CUSHION BUTTERFLY,2,2010-10-05 14:05:00,3.75,16938.0,United Kingdom
580873,23293,SET OF 12 FAIRY CAKE BAKING CASES,256,2011-12-06 12:06:00,0.72,15061.0,United Kingdom
508797,22180,RETRO SPOT LAMP,1,2010-05-18 12:45:00,9.95,15071.0,United Kingdom
562711,85099C,JUMBO  BAG BAROQUE BLACK WHITE,1,2011-08-08 14:53:00,2.08,16788.0,United Kingdom
550130,85099B,JUMBO BAG RED RETROSPOT,2,2011-04-14 13:17:00,2.08,14390.0,United Kingdom
573999,22470,HEART OF WICKER LARGE,6,2011-11-02 11:43:00,2.95,12779.0,Poland
553161,22303,COFFEE MUG APPLES DESIGN,12,2011-05-13 15:48:00,2.55,12681.0,France
503797,22212,FOUR HOOK  WHITE LOVEBIRDS,6,2010-04-07 13:21:00,2.1,14264.0,United Kingdom
524708,22065,CHRISTMAS PUDDING TRINKET POT ,12,2010-09-30 12:38:00,1.45,13394.0,United Kingdom
524716,POST,POSTAGE,2,2010-09-30 13:13:00,18.0,12562.0,France
538999,22656,VINTAGE BLUE KITCHEN CABINET,2,2010-12-15 12:09:00,125.0,16003.0,United Kingdom
492367,22352,LUNCHBOX WITH CUTLERY RETROSPOT ,6,2009-12-16 14:00:00,2.55,13178.0,United Kingdom
544662,22315,200 RED + WHITE BENDY STRAWS,1,2011-02-22 14:10:00,1.25,12845.0,United Kingdom
542058,85039C,S/4 BLACK MINI ROSE CANDLE IN BOWL,48,2011-01-25 11:59:00,0.42,15601.0,United Kingdom
499465,21833,CAMOUFLAGE LED TORCH,6,2010-02-28 11:33:00,1.69,14807.0,United Kingdom
491111,22347,PIZZA SLICE DISH,12,2009-12-09 14:38:00,1.25,15005.0,United Kingdom
523773,90160A,PURPLE BOUDICCA LARGE BRACELET,1,2010-09-24 11:11:00,6.95,17811.0,United Kingdom
531922,21577,SAVE THE PLANET COTTON TOTE BAG,1,2010-11-10 12:09:00,2.25,17974.0,United Kingdom
569143,23115,RED APPLES CHOPPING BOARD   ,1,2011-09-30 15:04:00,4.95,15867.0,United Kingdom
505965,21181,PLEASE ONE PERSON METAL SIGN,1,2010-04-26 15:43:00,2.1,16242.0,United Kingdom
573265,23454,THREE MINI HANGING FRAMES,4,2011-10-28 12:39:00,4.15,16150.0,United Kingdom
497632,20974,12 PENCILS SMALL TUBE SKULL,1,2010-02-11 13:41:00,0.65,16918.0,United Kingdom
500320,22222,CAKE PLATE LOVEBIRD WHITE,1,2010-03-07 12:03:00,4.95,16271.0,United Kingdom
509386,22528,GARDENERS KNEELING PAD,9,2010-05-21 16:45:00,1.25,14409.0,United Kingdom
517492,22297,HEART IVORY TRELLIS SMALL,24,2010-07-29 12:51:00,1.25,16045.0,United Kingdom
576665,72800C,4 PINK DINNER CANDLE SILVER FLOCK,1,2011-11-16 11:46:00,2.55,17841.0,United Kingdom
550631,21907,I'M ON HOLIDAY METAL SIGN,12,2011-04-19 14:51:00,2.1,15225.0,United Kingdom
508636,82597,BOMBS AWAY METAL SIGN,12,2010-05-17 14:52:00,2.1,14017.0,United Kingdom
533366,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,2,2010-11-17 10:26:00,9.95,13004.0,United Kingdom
533088,22838,3 TIER CAKE TIN RED AND CREAM,6,2010-11-16 10:05:00,14.95,12357.0,Switzerland
548497,21313,GLASS HEART T-LIGHT HOLDER ,12,2011-03-31 13:43:00,0.85,13089.0,United Kingdom
522570,22367,CHILDRENS APRON SPACEBOY DESIGN,8,2010-09-15 12:08:00,1.95,12768.0,Korea
534021,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,2010-11-19 14:54:00,2.95,17412.0,United Kingdom
528161,84832,ZINC WILLIE WINKIE  CANDLE STICK,12,2010-10-21 09:17:00,0.85,16825.0,United Kingdom
497874,85040A,S/4 PINK FLOWER CANDLES IN BOWL,7,2010-02-12 17:16:00,1.65,15527.0,United Kingdom
568517,84625A,PINK NEW BAROQUECANDLESTICK CANDLE,1,2011-09-27 12:52:00,0.85,14456.0,United Kingdom
546255,21535,RED RETROSPOT SMALL MILK JUG,6,2011-03-10 14:56:00,2.55,13468.0,United Kingdom
500537,21218,RED SPOTTY BISCUIT TIN,2,2010-03-08 14:40:00,3.75,13454.0,United Kingdom
540462,71038,WHITE HANGING BEADS CANDLE HOLDER,24,2011-01-07 12:45:00,4.65,16779.0,United Kingdom
511611,22274,FELTCRAFT DOLL EMILY,1,2010-06-09 11:28:00,2.95,15352.0,United Kingdom
542727,22988,SOLDIERS EGG CUP ,6,2011-01-31 15:09:00,1.25,17604.0,United Kingdom
559349,23112,PARISIENNE CURIO CABINET,4,2011-07-07 17:33:00,7.5,15150.0,United Kingdom
524218,21843,RED RETROSPOT CAKE STAND,1,2010-09-28 10:52:00,10.95,12759.0,Netherlands
563845,22951,60 CAKE CASES DOLLY GIRL DESIGN,24,2011-08-19 14:39:00,0.55,12991.0,United Kingdom
548309,22951,60 CAKE CASES DOLLY GIRL DESIGN,1,2011-03-30 12:02:00,0.55,16657.0,United Kingdom
581417,22835,HOT WATER BOTTLE I AM SO POORLY,8,2011-12-08 15:01:00,4.95,13013.0,United Kingdom
512047,22419,LIPSTICK PEN RED,24,2010-06-11 17:19:00,0.42,13745.0,United Kingdom
500177,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2010-03-05 10:37:00,0.85,16742.0,United Kingdom
554937,15044D,RED PAPER PARASOL,6,2011-05-27 13:32:00,2.95,15402.0,United Kingdom
550183,22109,FULL ENGLISH BREAKFAST PLATE,4,2011-04-14 17:58:00,3.75,14105.0,United Kingdom
502920,21914,BLUE HARMONICA IN BOX ,1,2010-03-29 13:55:00,1.25,18041.0,United Kingdom
521768,85099B,JUMBO BAG RED RETROSPOT,10,2010-09-08 12:06:00,1.95,16839.0,United Kingdom
547420,21714,CITRONELLA CANDLE GARDEN POT,12,2011-03-23 10:43:00,1.25,15449.0,United Kingdom
580771,20728,LUNCH BAG CARS BLUE,2,2011-12-06 10:58:00,1.65,16015.0,United Kingdom
513609,85216,ASSORTED CAKES FRIDGE MAGNETS,6,2010-06-27 12:07:00,0.65,14606.0,United Kingdom
501730,22251,BIRDHOUSE DECORATION MAGIC GARDEN,4,2010-03-19 11:05:00,1.25,14159.0,United Kingdom
545340,22960,JAM MAKING SET WITH JARS,6,2011-03-02 08:41:00,4.25,15416.0,United Kingdom
494989,21773,DECORATIVE ROSE BATHROOM BOTTLE,1,2010-01-20 11:49:00,1.25,14556.0,United Kingdom
571282,82551,LAUNDRY 15C METAL SIGN,1,2011-10-16 13:24:00,1.45,15545.0,United Kingdom
537802,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12,2010-12-08 13:11:00,1.65,13455.0,United Kingdom
562456,22470,HEART OF WICKER LARGE,12,2011-08-05 10:39:00,2.95,15194.0,United Kingdom
535261,20972,PINK CREAM FELT CRAFT TRINKET BOX ,144,2010-11-25 13:21:00,1.06,13798.0,United Kingdom
563565,22619,SET OF 6 SOLDIER SKITTLES,2,2011-08-17 14:22:00,3.75,17338.0,United Kingdom
